MPS,TRT,GD,FFD
3393.726334921433,3272.11412672295,2271.848638942756,2042.9081225963582
3541.7016975308643,2037.391503267974,1254.2709150326798,1211.8111111111111
3393.698266420982,4614.541475191476,3705.40070501394,3282.506022572199
,,,
3361.964107650482,3248.623580586081,2384.391664871077,2072.423616497881
3344.495226586961,3712.044428528987,2817.1092490026317,2514.2534769968593
3394.335443422632,2514.9268465194937,1692.4125205676678,1505.196494355318
,,,
3306.176236277339,4178.466941391941,2975.676093677564,2699.0707015207013
3300.477821365397,4950.202656657068,3977.798815400287,3241.9681377446086
3440.3958718732247,2662.004135896783,1690.5910576351753,1501.815466641202
3390.5897506428755,2989.1677572427575,2182.536735486736,1983.6253718503722
3472.1694161293713,2420.988680600445,1725.2351361057245,1587.4719385189974
,,,
3484.979247881747,1974.7454545454545,1590.5715548340547,1381.4742243867245
3397.850468424549,2051.451093514329,1454.9464177978884,1318.1248276233573
3396.3495367856135,2917.257005984212,2451.31817863509,2267.1971097529918
3272.086292756063,3781.9301610970733,2880.04251100207,2622.930461940021
3378.089399799434,3518.95872550652,2961.156641969142,2604.8401850600376
3356.95946205755,3004.338999725764,1669.990086384204,1338.3217365967366
3423.788812277048,2241.1444444444446,1731.0797852474323,1510.8048085901028
3299.3096526599124,2740.6172879408173,2021.1294868530165,1816.5391399450223
3323.3973003407523,2836.8296148296145,2311.742007992008,2140.7008602508604
3398.386929563492,2032.6512210012206,1415.9408577533577,1338.0444444444445
3427.816832222335,2202.8585607203254,1394.741923762512,1284.4593822843822
3501.1684592053075,2050.0916305916307,1429.010085094644,1308.0637997623292
3485.4982010582007,1369.9825396825397,769.2960317460316,682.9722222222222
3358.5615272922764,2341.280303030303,1464.2017528223414,1317.8762626262626
3276.50027138448,2875.7621031746035,2066.0738095238094,1765.963888888889
3365.804781702351,2029.3510531135532,1285.2344322344322,1090.2709706959708
3387.7518931009286,2544.973957659987,1553.1328781512605,1454.2941014867483
3278.595724207407,2970.8226871168044,2237.221296677179,2035.2745186186366
3374.03138922481,2965.092046842047,2221.854129204129,2081.1138805638807
3329.113636544284,4096.3257411705945,3306.6536401506987,2820.0002400377393
3327.947917227775,2963.6173465423462,1813.8417871344343,1568.031146467911
3281.9368887478267,3091.046260683762,2579.512744200244,2357.424923687423
3332.3814061071203,2605.1589694619106,1736.5468681645152,1445.6589338765812
3422.9090338958545,3285.169651182151,2673.56317016317,2469.7667055167058
3281.526545696331,3873.624751718868,2613.720078940667,2377.3754944402003
3392.7485444548192,1905.0474789915968,1156.6253501400558,1048.0231092436975
3534.2209635416666,1576.7958333333333,1255.5333333333333,1151.1583333333333
3439.9658282757546,1594.557329598506,1096.0387021475256,914.5615779645191
3358.516139343874,2961.5891497391494,2148.271084471084,1961.3616827616825
3257.1076416838273,4793.73838106338,3507.9875610500617,3220.378724053725
,,,
3392.653242275887,4284.65133061383,3479.9561036186033,3084.2830253080247
3396.6011261616472,4860.1940767565775,3662.770496170496,3331.6682567432567
3445.3149126777107,3387.8466769341767,2628.0536865911863,2343.3912573537573
3439.513585812336,3331.387198912198,2748.706804306804,2549.779514929515
3463.039300270297,3497.164422587217,2286.499258339699,1949.214432136491
3399.0404582804963,5894.640555767763,4185.488406120025,3643.1045475766064
,,,
3483.18143327261,3209.49092990343,1897.9062562437564,1768.998976023976
,,,
,,,
3411.3669032356534,2172.320687645687,1729.8019230769232,1525.9872086247087
,,,
3357.981959530369,2202.9835497835497,1576.89908008658,1397.3934523809523
3408.9569313165466,1907.1637487512487,1557.2009074259074,1455.5804903429903
3449.054596800877,4375.673227671022,2746.720508331538,2494.586663255046
3486.2066264889795,2228.939715431627,1610.8335243188183,1425.058279220779
3338.423794849422,3382.3669150294145,2743.679705017205,2206.405933200786
3304.788551307317,3956.466277839807,3024.3829817241585,2793.0732350982357
3348.9802198176276,3985.170574441898,3328.2607537886943,3072.954485057426
3324.9864333991172,3356.9125257095843,2820.6137262247557,2222.861730426436
3313.122835784314,1436.7063725490195,879.8279411764706,736.0710784313726
3294.6785520369094,4627.919975857476,2826.0411857750096,2639.448608744197
3389.36650401736,4647.376555552291,3677.0894806174224,3347.735709878357
3337.787585188934,3370.79478021978,2446.8669413919415,2255.4296550671547
3382.0376867823575,3518.320578277931,2667.954261179996,2431.6262822961353
3274.230503562795,6143.000018037518,4627.517694805196,4238.511598124099
3352.347776797575,5111.15168858919,4197.0159451659465,3605.5717837717834
,,,
3285.697040469176,3821.6163780663783,3223.0570707070706,2609.793759018759
3338.5543233767867,2862.783076563959,2528.83894455218,2330.1528352366586
3286.9999957666805,6018.267055248673,4075.0677066397657,3751.6875501132854
3485.1026808159154,1735.6592302305532,1393.554761904762,1295.3771196940315
3399.84124852136,2575.3406411399055,1821.169125645596,1655.4322403903286
3376.7617277824515,2540.405025530026,2235.9128399378396,2103.0513500388497
3357.491631084559,2479.968718781219,2118.4401015651015,1976.2217574092576
3440.3115152642495,2904.2489708004414,1898.1591757915285,1707.632803879127
3417.9153171294824,4103.2601561836855,3069.159126984127,2678.2847805788983
3325.731471201357,3582.148563936064,2785.894533244533,2458.180561105561
3415.6504459776334,2747.989772727273,2151.9606240981243,1977.346645021645
3343.1539355344416,4140.529679144385,3588.6671271538917,3252.996889058654
3312.40567577264,3345.858878621378,2504.010585248085,2246.680240592741
3267.3513154459174,1824.249234099234,1419.3666292041291,1244.1975690975692
3427.5458171458167,2524.3269619269618,2079.5377622377623,1959.6579642579645
3412.712208000333,1684.760631035631,1349.8237137862138,1172.4023851148852
3203.643640530221,4647.958856421356,3813.555512543013,3525.989657564658
3328.3498376514553,2067.6091533466533,1685.5313047246868,1595.9959087481147
3322.9376230060784,1902.2223707664882,1291.9364373371727,1151.0332510626629
3325.6602432571945,5477.644931457432,4811.0342171717175,4380.2919552669555
,,,
3351.717965550231,4563.562183649684,3258.7862887112888,2993.8763680763677
3385.662247556365,1726.7538716185775,1308.4407670760613,1215.4268809621751
3230.1292013101533,2544.880158730159,2280.8186507936507,2128.6876984126984
3337.706317037231,2763.730147058823,2028.9717787114844,1809.4522408963587
3328.839425805287,2097.745528980823,1731.4733869072102,1507.6122333548803
,,,
,,,
3258.459555242635,5716.905384892884,4987.5726093351095,4401.4359529359535
3244.614674109561,4840.7851162726165,3935.50632006882,3501.438741813742
,,,
3407.337353670635,2241.5222222222224,1910.3361111111112,1738.465873015873
3295.245508818105,4977.190501165501,4402.9218628593635,4120.384283771784
,,,
3335.8184482184483,1819.9186147186147,1576.6471861471862,1511.0816558441559
,,,
3351.782469002558,2141.4463827838827,1843.106059218559,1635.2516941391941
3380.905284299035,2283.294869019869,1840.4338300588302,1617.4849844599846
3395.353252461953,2940.0611613876317,2375.5462669683257,2076.216911764706
3396.7191157222405,1736.7593656343654,1327.7417499167498,1242.766475191475
3372.994882287851,2194.2571886446885,1791.6820970695971,1684.0124542124543
3404.538706970391,1649.022854596384,1194.9475903997964,1138.8817640692641
,,,
3479.141454994227,2150.5414718451484,1896.0719474969478,1420.4920078287726
3355.9715058336433,6212.071643634145,4820.403782900106,4398.783431682697
3315.762341979009,1385.9397935397933,1083.9415584415585,997.8742923742923
,,,
,,,
,,,
3357.954854921767,1389.8925706646294,1165.1288197097022,1082.0665584415583
3348.44075280112,1113.702205882353,730.4170168067227,667.3981092436975
3246.800115152899,2666.535409035409,2432.374877002083,2247.9305851827908
3298.708472222222,1354.7625,1054.5125,890.0374999999999
3335.169418208879,2321.103380198233,1859.2994397759103,1413.2817909214968
3231.0629270980166,2464.8887189607776,2143.9672024054375,2007.6234069851714
3230.7785452410135,2869.5800339366515,1932.5624999999998,1762.055599547511
3231.573415781749,2301.6596334221335,2035.999512987013,1938.9679612054613
3216.504753117253,1916.9011183261182,1468.2527056277056,1341.0915945165943
3171.2559916056557,4817.0218576358275,4070.579099903365,3732.7056243593015
3236.085338626515,6367.483336108336,4292.785178710179,3736.009984459984
,,,
3427.6768936945405,3221.59510611937,2547.9257703081234,2321.440390002155
3131.367074207413,3867.211869747899,3176.5517076061196,2972.921741004094
3259.9259144745047,3233.8256817528877,2821.8098015546548,2568.4061367554023
3235.173894406498,3991.265099361424,2430.177653963683,2139.089815739816
3281.1324630217277,2269.8055211944916,1953.8187902783493,1827.408818958819
3386.4398275335775,1871.9340811965812,1585.9100427350427,1527.646581196581
3142.9657081344585,4442.7641996892,3531.35384060384,3118.7053196803195
3272.6460324397826,1309.1999125874127,1022.1110236985237,944.4375388500389
3322.36272383152,2832.3796436406733,2112.3108252042075,1888.612585943468
3231.135363359644,3268.297105672106,2779.974553224553,2504.5616230175056
,,,
,,,
,,,
3261.083985260771,3605.933333333333,3242.097619047618,3073.6984126984125
3261.897779224537,2685.7521367521367,1831.9682692307695,1753.5936965811966
3273.100422262922,1177.7125305250306,1044.8915598290598,998.3530982905983
3222.41482352524,1287.296461871462,1050.7823093573093,987.412117049617
3244.394968573094,1978.0506105006104,1537.449648962149,1308.9485042735043
3231.655640270224,1698.889889277389,1207.7731351981354,1047.0824883449884
3230.515104988512,2711.735848873349,2339.7980740664566,2209.1240247497603
3240.7488787538223,3422.27755994006,2693.4477855477853,2448.7265567765567
3124.212089169001,2535.8882867132866,2159.3370629370625,1901.0897435897436
3287.9903994290025,1373.6957983193277,1099.7016698987286,971.4181372549019
3265.4056250000003,1140.5125,715.45,626.0125
,,,
3255.3306674621185,4434.605876884553,3659.8514128845013,3369.698032686268
3272.757218402319,2793.073611111111,1511.537745098039,1384.721626984127
3296.893196778711,1700.0505368814192,1341.6051820728292,1165.3050887021475
,,,
3146.411542467949,2694.8712454212455,2190.7772893772894,2069.320833333333
3105.223350803786,5446.338739038737,5093.915637140637,4762.017116217116
3240.2232223658693,2086.410964035964,1785.471703296703,1767.4845238095236
3248.4504716117217,2133.4845085470083,1483.0323717948718,1245.0826923076922
3185.906546252569,1602.6727453102453,1273.675901875902,1179.7308261183261
,,,
3179.2304505135385,1446.6161414565827,1276.1580532212884,1189.3387254901959
3159.7923986156948,3710.898312798313,2821.1145687645685,2445.7935370185373
3469.783021105052,3538.5583888333886,2681.525757575757,2620.7233766233758
3557.7100175518926,1624.3694139194138,1099.220879120879,1002.5582417582418
3424.2642643608046,3935.306308968809,3456.924639249639,3145.3435037185036
3350.77206600218,1854.961698024198,1525.8012612387613,1373.092927905428
3494.743802421537,2390.830735930736,1940.400378787879,1768.4102272727273
3527.677024119671,2801.5581418581423,2213.6009823509826,2062.5770229770233
3394.673975126181,2846.392390942391,2261.405685980686,2138.8207292707293
3430.238347943723,2059.2466450216452,1429.4650974025974,1242.927435064935
3361.9057266718323,2841.106227106227,1724.366987179487,1548.6830128205127
3476.3173797123018,1560.3652014652016,1272.237912087912,1090.709294871795
3369.3317079385265,1956.4193695193696,1430.8293928293929,1303.1608946608947
3402.9207089361266,2611.4784188034187,1935.336061161061,1698.058977133977
,,,
,,,
3388.254707070707,1576.9273088023087,1282.8032106782107,1168.2351551226552
3319.6903525090106,5018.824521312021,3958.8503912753918,3666.343799256299
,,,
3332.501484934818,2454.319116994117,1825.8602841602842,1685.53744033744
3292.4426329012863,3615.783272283272,3048.968025030524,2842.4215964590953
3370.589065157815,6398.7227550227535,5206.34963924964,4570.429068154069
3339.2879743867247,1620.216919191919,1405.2169191919193,1208.9949494949497
3425.5066588173727,1947.017216117216,1541.6420024420024,1425.640293040293
3351.863915444124,2080.4258658008657,1604.554834054834,1322.2642496392496
,,,
3244.439609587943,2404.578787878788,2017.4012987012986,1860.4969696969695
3290.6098235758946,3136.992243867244,2690.0262626262625,2405.9957792207792
3347.3566000835904,3694.2549755799755,2747.272222222222,2499.911416361416
3308.5012150728057,3246.5914321789323,2733.7424242424245,2537.5424242424247
,,,
3276.7458741258747,2350.5312187812183,1850.638677988678,1681.3694472194472
3297.7754579525413,2742.1954587079586,2299.636967199467,2135.183666333666
3326.5970196470194,1315.859473859474,1174.2643134643135,1118.4910533910534
3352.661404644738,1320.3579753579754,1099.9276834276834,1015.1178266178266
3325.1753896103896,1636.391883116883,1256.7784632034632,1145.8814935064934
3346.3859552154195,1873.6346459096458,1542.9355921855922,1471.8161477411477
3312.6372536854674,2202.4904095904094,1561.1311119436123,1506.391718004218
,,,
3419.4776647859308,4871.280677655677,3634.589102564102,3454.153571428571
,,,
,,,
3296.360699448534,4037.7403610278616,3349.7629467754473,3118.1111291486286
3278.650045724478,1620.291695804196,1357.2037587412588,1294.7580211455213
3314.5124713827836,1152.697435897436,923.9162087912088,899.5837912087912
3340.0225486704653,2732.3846153846152,2099.5151098901097,1951.7943223443224
,,,
3307.6477806915304,1784.0881673881674,1501.2727453102452,1380.0665584415585
3342.8589447300383,3570.6758658008657,2986.865205627706,2796.6738275613275
,,,
3354.4727129572366,3012.894336219336,2492.9730519480518,2265.62968975469
3265.277956794363,3371.7751984126985,2844.6335927960936,2675.8927045177043
3396.752109955103,2783.2643675768677,2064.197477522477,1938.6864385614385
3255.997600509059,3004.324603174603,2309.173051948052,2013.7506132756132
3370.940427132391,1808.8211080586082,1602.7286630036633,1528.1992673992675
3242.229304029304,1908.255357142857,1704.535119047619,1460.0708333333332
,,,
3186.1104362957303,5054.705158730159,4291.585137085136,3744.035894660894
3257.580938176582,5209.835664335664,4046.074839049839,3760.851456876457
3333.2876388888885,3345.452723665224,2272.4639971139973,2113.4603174603176
3363.036423298923,1982.061294261294,1552.076862026862,1267.5127594627595
,,,
3450.62826007326,2249.3941697191694,1948.2828144078142,1717.8148046398044
3251.4370719095714,3269.109487734488,2397.734704184704,2274.787085137085
3398.5778288840793,2075.9394660894664,1623.532972582973,1362.2196969696968
3303.4197882395383,2714.6998917748915,1934.583874458874,1720.9017316017316
3305.5604669552667,3277.506421356421,2846.3901515151515,2619.729112554113
,,,
3269.768093217862,4343.6153299315065,3781.129078764373,3548.8296664120194
,,,
3303.8011314534233,2748.9106421356423,1711.2212301587301,1673.3087301587302
3309.425572772815,3471.180866029395,2464.8584893864304,2159.871968064615
,,,
3199.3366000966626,3925.85402930403,3519.426923076923,3256.504304029304
3248.291336761529,2117.7649114774113,1756.1683913308912,1529.3580433455431
3276.7239146003567,2184.7173076923077,1659.0071275946277,1556.7814407814406
3285.3553305679393,3622.936946142093,2600.8695326732095,2356.5418970735145
3316.0880540081057,1787.322664835165,1438.5613705738704,1367.982203907204
,,,
3191.1841591007033,2068.6302550390787,1575.7076803098862,1513.463362128068
,,,
3245.924526014109,1706.560924369748,1210.8744047619048,1107.4001400560223
3236.1567509359515,3287.7116524815056,2367.2070674423617,2240.8224385908206
3271.4631867644425,3632.496706071706,2931.971636778255,2566.963650401886
,,,
3364.0103809195857,3179.5866522366528,2581.177922077922,2379.0459235209237
3180.069683870051,4354.0902985902985,3898.5133893883894,3668.0603285603293
,,,
3246.13055046805,1745.7374999999997,1538.7734126984126,1409.3626984126984
3151.858061405108,3884.7761721122015,3060.7736460434994,2888.074133138104
3302.1974630564905,2499.596807359308,2099.947763347763,1955.6089285714286
3222.468376068376,2619.309142246642,1904.7987789987792,1698.3465354090354
3346.0272021007318,2567.669641796112,1798.7013742793154,1663.41626984127
3254.4533994995304,3045.9215367965367,2582.185533910534,2332.4552308802313
,,,
,,,
3303.252717238902,2622.239276001776,2236.1638639138637,2126.1275252525247
,,,
3250.4222604723705,1329.577145403616,1106.0011968423732,1060.6670359052714
3176.560111961451,1928.2751984126985,1615.938888888889,1521.3753968253968
3185.693777056277,1494.4928571428572,1252.5035714285714,1207.4035714285712
3226.0654709295336,1430.1621753246754,1331.3748376623378,1305.708170995671
3196.030115440116,2864.2883477633472,2298.3178571428566,2185.5258658008656
3233.5463387059376,2621.3221500721506,1785.5094336219333,1660.0897366522368
,,,
3181.0203411670936,2631.5600247791426,2330.333012820513,2162.323515944839
3159.473744131005,3266.696386783152,2749.9544821191885,2558.541483353248
3244.463037314621,1752.2814451887978,1591.0931374181373,1509.5384617016969
3310.351133786848,1176.3666666666666,906.2761904761904,881.4285714285714
3255.898805788768,6402.229500891265,4215.798743739921,3545.4937080892964
3257.7120097233683,3469.592925130425,2965.1397102897104,2660.9462398712403
3219.357045356604,2208.0033748114633,1691.419777526395,1551.2389328808447
3121.634839904248,2658.901862026862,2264.602564102564,2121.3391941391938
,,,
3234.9632369559454,3919.748296148297,2955.820579420579,2727.446708846709
3332.222113431836,3969.8840497737556,3252.882998210939,3027.7335039143863
,,,
3106.4659634698637,3617.9618131868133,3042.3508602508596,2827.674728049728
3232.6252411444375,3057.19145021645,2382.8014249639245,2236.97104978355
3241.8136198149296,3305.811435786435,2519.7067099567103,2233.2334776334774
3167.822434972435,1107.885014985015,965.0995171495172,876.8593573093574
,,,
,,,
3348.7134100747735,1743.155411255411,1375.6848484848483,1303.001515151515
3374.7510723413297,2548.797621741004,2242.898049091431,2145.86571500395
3296.879811446723,2751.065906642377,2275.058035102153,2046.9355086090384
3384.9083450046687,1460.3913515406164,1127.2283963585435,967.7255602240896
3325.62451048951,2630.772727272727,2152.655731768232,1803.0134157509158
,,,
,,,
3294.1835347985348,1529.8417582417583,1339.613186813187,1203.9465201465202
3391.590938943212,1852.7702297702297,1571.4581807081809,1413.8081224331222
3273.6858217592594,3420.5575396825393,2803.4361111111107,2646.830158730158
3242.8216914515524,2963.4703463203464,2523.3297258297257,2232.8204906204905
3316.60470096554,5059.58042496719,3179.8819936599352,2916.309486755075
3257.2687045510165,3274.470798319328,2180.9832102537985,2000.8625371360665
3377.849021952283,3458.7438894438897,2644.8193750693754,2495.2303640803643
,,,
3310.8018767217627,3104.273647186147,2605.5424783549784,2416.040386002886
3229.4468915343914,1752.7634920634919,1158.5492063492063,1018.847619047619
3222.3905990047538,4703.093669892199,4105.679030854767,3713.992605678635
,,,
3307.9264404032783,2016.9626731112023,1690.508689839572,1464.1236356780473
3345.2257442064183,3631.2975233100233,2797.5182803307803,2616.1859668109673
,,,
3279.0912948430064,2407.682238349885,1547.2837874543757,1327.0950174009
3253.5997741421043,2904.594393106893,2498.7816558441564,2295.0105241980245
3251.8312850140055,1742.5095588235292,1305.253256302521,1294.8414915966387
3475.2975115740737,1528.0599206349207,1230.5218253968255,1054.781746031746
3212.1056576396854,2716.9379703629697,2184.5185245310245,1890.3699814074812
3351.5494775882385,2826.24454124307,2519.9127034729972,2244.7822192513368
3332.5289577316535,3558.7405246714065,2312.1991560726856,2166.1108372836316
3347.6294651056014,1887.88446969697,1305.4039141414141,1223.4095959595961
3296.861654501544,2208.755961358903,1974.8676524455936,1804.9929675716442
3283.9469773976025,2921.058827283827,2619.9892912642918,2376.3210372960375
,,,
,,,
3349.542408918242,2236.7065656565655,1787.3212703962704,1559.0232905982907
3366.7024969078543,1179.3327922077922,1064.7077922077922,831.3165584415584
3296.064914225208,1442.8268659445132,1197.4741818638877,1137.1418540609718
3306.924762441262,3751.8667138417145,3076.392718392718,2767.1636779886776
,,,
3184.6920572916665,1285.6374999999998,975.5166666666667,901.1916666666666
3206.1381392450144,2949.840598290598,2400.394764957265,2259.3056623931625
3337.4517339142344,1837.1202047952047,1230.952213064713,1122.699007936508
3385.530427873894,2094.566187978688,1433.4800199800197,1299.045496170496
,,,
3252.7391636141638,1321.855921855922,1035.0362637362637,931.1043956043956
3199.2693847976525,3091.6105644355644,2469.4600524475527,2271.72094988345
3270.221452811894,2048.670564892624,1649.3547385620914,1467.5239262371617
3258.206274241755,4420.832132981398,3229.0634732097965,2990.0708934855993
3225.0220254010696,1563.6544117647059,1359.578676470588,1275.2507352941177
3389.607347146318,2034.3679075826133,1729.852075049134,1573.8501736825267
3219.7651106654776,1812.0947712418304,1565.965181224005,1373.5960784313727
3236.0860791355108,1719.020707070707,1497.7844336219337,1373.780266955267
3251.803607886757,2366.5709553518377,2091.1530547067314,1996.5559290382819
3355.11889897542,3366.9345238095234,2983.067322954823,2754.196108058608
3141.3455357142857,1853.8174603174605,1522.4444444444443,1245.0833333333335
3102.712168207307,4029.4889554889555,3399.1723970473968,3083.928764291264
3333.790601188028,2244.3539502164504,1674.7294340463461,1544.1011077158137
3273.3155140692643,3235.9041465070877,2495.0452656820307,2234.1399042950516
3276.008387201034,2046.3453745600805,1583.3038964303673,1492.8587481146305
3440.0919476629033,1613.9900326797385,1377.2044934640523,1318.3224673202615
3246.890770472913,2419.817934842935,2261.2399628149624,2204.204492729493
3300.671741838781,2813.2336367880484,1837.944537815126,1721.7061391223153
3372.245725019806,3123.6532828282825,2765.1385387488326,2602.2747580850523
3298.0444288826643,1659.567845471522,1374.238188608777,1289.9558473389354
3296.6482212832343,2171.184197338609,1930.5495056414175,1827.6294722434427
3513.1283251933255,2316.25731074481,1781.3561355311354,1714.617261904762
,,,
,,,
3223.181879078061,1943.9414942900237,1614.5511500754149,1437.0262605042017
3293.674528769841,1704.838888888889,1354.4680555555556,1319.9847222222222
3238.1705596537854,3543.173206450413,2879.066448257625,2616.910390834656
3334.5177812843795,3979.144047619048,2722.6109180035655,2567.8476254138022
,,,
3182.4297260531007,2644.835501018589,2429.6372262541377,2055.440998217469
3151.678435453436,1332.4753052503052,1146.964774114774,1115.7504884004884
3277.9832084306786,3466.401028138528,2583.381836219336,2365.5412698412697
3239.3582336141526,2542.059276589424,1652.9279857397503,1488.6319295900178
3242.2863407616346,2239.2072143542728,1746.0567328096743,1641.6525290069408
3175.440987143368,5874.8818958818965,4815.42018953269,4325.77685925186
3267.5011509528053,2158.096427510398,1683.8490344622696,1417.8444741532978
,,,
3103.125875479534,5371.158014208015,4542.409673659674,4289.259185259185
3167.44206947704,2828.0678765678763,2447.512834387834,2285.160728160728
3278.697195917372,5701.707519522961,3976.9339300405477,3683.681671677995
3334.336771464284,2145.30059972707,1630.0138215542627,1450.7564686130863
,,,
3239.30676662822,2818.3866013071893,2373.1828197945842,2002.4593720821663
3253.48720623399,3908.4555873864697,3021.1898194126134,2732.345223240812
3233.5287346559517,2985.2579163483574,2043.5984307359306,1905.9562155165095
3157.811237662434,5964.060113905703,4264.603240631918,3944.450707625708
3305.6524948342258,1887.1217643467644,1558.9619963369964,1455.5688339438336
3261.791872199152,1410.8214306118718,1175.3705963154493,1092.3192020397903
3243.4873118439295,1573.4655932302992,1329.0984740749445,1249.3646334058099
,,,
3244.6927959887335,2786.3583638583636,2406.1583971583973,2261.4810855810856
3313.699684343435,1682.9161255411257,1582.294696969697,1461.1518398268397
3232.7513057755154,1457.638844896933,1134.1064434748257,1094.8632245205774
3050.3523904047343,3739.40646020646,3167.58807026307,2800.4426157176154
